CUI1,REL,CUI2,SAB
C0023645,Has a broader relationship,C0023646,MSH
C0023645,Has child relationship,C4273658,SNOMEDCT_US
C0023645,Has parent relationship,C0023646,SNOMEDCT_US
C0023645,Has parent relationship,C0002170,ORPHANET
C0023646,Has child relationship,C0206139,MSH
C0023646,Has parent relationship,C0162848,MSH
C0023646,Has a narrower relationship,C0023645,MSH
C0023646,Has parent relationship,C0037274,CSP
C0023646,Has a broader relationship,C0037274,CSP
C0023646,Has other relationship,C0206139,SNOMEDCT_US
C0023646,Has other relationship,C0023650,SNOMEDCT_US
C0023646,Has other relationship,C0206139,SNOMEDCT_US
C0023646,Has other relationship,C3873472,SNOMEDCT_US
C0023646,Has child relationship,C0023645,SNOMEDCT_US
C0023646,Has child relationship,C0023647,SNOMEDCT_US
C0023646,Has child relationship,C0023648,SNOMEDCT_US
C0023646,Has child relationship,C0023649,SNOMEDCT_US
C0023646,Has child relationship,C0023650,SNOMEDCT_US
C0023646,Has child relationship,C0406363,SNOMEDCT_US
C0023646,Has child relationship,C0406365,SNOMEDCT_US
C0023646,Has child relationship,C0406366,SNOMEDCT_US
C0023646,Has child relationship,C0406366,SNOMEDCT_US
C0023646,Has child relationship,C0406369,SNOMEDCT_US
C0023646,Has parent relationship,C0023643,SNOMEDCT_US
C0023646,Has child relationship,C0023647,NCI
C0023646,Has child relationship,C0023648,NCI
C0023646,Has child relationship,C0023649,NCI
C0023646,Has child relationship,C0206139,NCI
C0023646,Has parent relationship,C0011603,NCI
C0023647,Has child relationship,C4304037,SNOMEDCT_US
C0023647,Has parent relationship,C0023646,SNOMEDCT_US
C0023647,Has parent relationship,C0151514,SNOMEDCT_US
C0023647,Has parent relationship,C0023646,NCI
C0023648,Has parent relationship,C0023646,SNOMEDCT_US
C0023648,Has parent relationship,C0023646,NCI
C0023649,Has parent relationship,C0023646,SNOMEDCT_US
C0023649,Has parent relationship,C0023646,NCI
C0023650,Has parent relationship,C0023646,SNOMEDCT_US
C0023650,Has other relationship,C0023646,SNOMEDCT_US
C0023652,Has parent relationship,C0162848,MSH
C0023652,Has other relationship,C0022783,SNOMEDCT_US
C0023652,Has other relationship,C0152460,SNOMEDCT_US
C0023652,Has other relationship,C0152460,SNOMEDCT_US
C0023652,Has parent relationship,C0022593,SNOMEDCT_US
C0023652,Has child relationship,C0022783,NCI
C0023652,Has parent relationship,C0011603,NCI
C0023760,Has child relationship,C0007971,MSH
C0023760,Has child relationship,C0019345,MSH
C0023760,Has parent relationship,C0026636,MSH
C0023760,Has other relationship,C0007971,SNOMEDCT_US
C0023760,Has other relationship,C0025235,SNOMEDCT_US
C0023760,Has other relationship,C0221237,SNOMEDCT_US
C0023760,Has other relationship,C0240200,SNOMEDCT_US
C0023760,Has other relationship,C0267034,SNOMEDCT_US
C0023760,Has other relationship,C1698666,SNOMEDCT_US
C0023760,Has other relationship,C1835396,SNOMEDCT_US
C0023760,Has other relationship,C3872835,SNOMEDCT_US
C0023760,Has other relationship,C5229936,SNOMEDCT_US
C0023760,Has other relationship,C0007971,SNOMEDCT_US
C0023760,Has other relationship,C0240200,SNOMEDCT_US
C0023760,Has other relationship,C0267034,SNOMEDCT_US
C0023760,Has other relationship,C3872835,SNOMEDCT_US
C0023760,Has child relationship,C0007971,SNOMEDCT_US
C0023760,Has child relationship,C0239849,SNOMEDCT_US
C0023760,Has child relationship,C0240200,SNOMEDCT_US
C0023760,Has child relationship,C1698666,SNOMEDCT_US
C0023760,Has child relationship,C3872835,SNOMEDCT_US
C0023760,Has child relationship,C2698487,NCI
C0023760,Has parent relationship,C0026636,NCI
C0023772,Has child relationship,C0020445,MSH
C0023772,Has child relationship,C0020474,MSH
C0023772,Has child relationship,C0020479,MSH
C0023772,Has child relationship,C0020480,MSH
C0023772,Has child relationship,C0020481,MSH
C0023772,Has child relationship,C0023794,MSH
C0023772,Has child relationship,C0023817,MSH
C0023772,Has child relationship,C0175694,MSH
C0023772,Has child relationship,C0221032,MSH
C0023772,Has child relationship,C0238052,MSH
C0023772,Has child relationship,C0271694,MSH
C0023772,Has child relationship,C0272170,MSH
C0023772,Has child relationship,C0574083,MSH
C0023772,Has child relationship,C1704299,MSH
C0023772,Has parent relationship,C0025521,MSH
C0023772,Has parent relationship,C0154251,MSH
C0023772,Has a narrower relationship,C0220710,MSH
C0023772,Has a narrower relationship,C0220711,MSH
C0023772,Has a narrower relationship,C0268238,MSH
C0023772,Has a narrower relationship,C0342783,MSH
C0023772,Has a narrower relationship,C0342791,MSH
C0023772,Has a narrower relationship,C0342883,MSH
C0023772,Has a narrower relationship,C1829703,MSH
C0023772,Has a narrower relationship,C1833508,MSH
C0023772,Has a narrower relationship,C1833511,MSH
C0023772,Has a narrower relationship,C1849678,MSH
C0023772,Has a narrower relationship,C1853136,MSH
C0023772,Has a narrower relationship,C1855498,MSH
C0023772,Has a narrower relationship,C1857252,MSH
C0023772,Has a narrower relationship,C1865596,MSH
C0023772,Has a narrower relationship,C1969443,MSH
C0023772,Has a narrower relationship,C3280428,MSH
C0023772,Has a narrower relationship,C3887523,MSH
C0023772,Related and possibly synonymous,C0154251,MEDLINEPLUS
C0023786,Has a narrower relationship,C0026708,MSH
C0023786,Has a narrower relationship,C0086431,MSH
C0023786,Has other relationship,C0086795,MSH
C0023786,Has parent relationship,C0026703,MSH
C0023786,Has other relationship,C0026705,MSH
C0023786,Has parent relationship,C0026703,CSP
C0023786,Has parent relationship,C0149676,CSP
C0023786,Has a broader relationship,C0026703,CSP
C0023786,Has a broader relationship,C0149676,CSP
C0023786,Related and possibly synonymous,C0023806,CSP
C0023786,Related and possibly synonymous,C0086795,CSP
C0023786,Related and possibly synonymous,C0086795,CSP
C0023786,Related and possibly synonymous,C0086795,CSP
C0023786,Related and possibly synonymous,C0268226,CSP
C0023786,Has other relationship,C0026708,SNOMEDCT_US
C0023786,Has other relationship,C0086431,SNOMEDCT_US
C0023786,Has other relationship,C0086795,SNOMEDCT_US
C0023786,Has child relationship,C0026708,NCI
C0023786,Has child relationship,C0086431,NCI
C0023786,Has child relationship,C0086795,NCI
C0023786,Has parent relationship,C0026703,NCI
C0023786,Has child relationship,C0026708,SNOMEDCT_US
C0023786,Has child relationship,C0086431,SNOMEDCT_US
C0023786,Has child relationship,C0086795,SNOMEDCT_US
C0023786,Has parent relationship,C0026703,SNOMEDCT_US
C0023786,Has parent relationship,C0085078,LNC
C0023786,Has child relationship,C0026708,ORPHANET
C0023786,Has child relationship,C0086431,ORPHANET
C0023786,Has child relationship,C0086795,ORPHANET
C0023786,Has parent relationship,C0026703,ORPHANET
C0023787,Has child relationship,C0221032,MSH
C0023787,Has child relationship,C0271694,MSH
C0023787,Has child relationship,C1136321,MSH
C0023787,Has parent relationship,C0037279,MSH
C0023787,Has parent relationship,C0154251,MSH
C0023787,Has a narrower relationship,C0220989,MSH
C0023787,Has a narrower relationship,C1857316,MSH
C0023787,Has a narrower relationship,C5399785,MSH
C0023787,Has parent relationship,C0154251,CSP
C0023787,Has a broader relationship,C0154251,CSP
C0023787,Related and possibly synonymous,C0023788,CSP
C0023787,Related and possibly synonymous,C1280433,CSP
C0023787,Has child relationship,C0221032,NCI
C0023787,Has child relationship,C4316789,NCI
C0023787,Has child relationship,C4317112,NCI
C0023787,Has child relationship,C4329999,NCI
C0023787,Has parent relationship,C0025517,NCI
C0023787,Has child relationship,C0221032,HPO
C0023787,Has child relationship,C1280433,HPO
C0023787,Has child relationship,C4317112,HPO
C0023787,Has child relationship,C0011859,SNOMEDCT_US
C0023787,Has child relationship,C0220989,SNOMEDCT_US
C0023787,Has child relationship,C0221032,SNOMEDCT_US
C0023787,Has child relationship,C0271693,SNOMEDCT_US
C0023787,Has child relationship,C0342280,SNOMEDCT_US
C0023787,Has child relationship,C2931279,SNOMEDCT_US
C0023787,Has child relationship,C4329999,SNOMEDCT_US
C0023787,Has parent relationship,C1285162,SNOMEDCT_US
C0023788,Related and possibly synonymous,C0023787,CSP
C0023788,Has parent relationship,C0004623,NCI
C0023788,Has parent relationship,C1709838,NCI
C0023788,Has parent relationship,C0001261,MSH
C0023788,Has parent relationship,C0024523,MSH
C0023794,Has child relationship,C0008384,MSH
C0023794,Has child relationship,C0027877,MSH
C0023794,Has child relationship,C0037231,MSH
C0023794,Has child relationship,C0037899,MSH
C0023794,Has parent relationship,C0023772,MSH
C0023794,Has child relationship,C0008384,CSP
C0023794,Has child relationship,C0020725,CSP
C0023794,Has child relationship,C0027877,CSP
C0023794,Has child relationship,C0034960,CSP
C0023794,Has child relationship,C0037899,CSP
C0023794,Has child relationship,C0043208,CSP
C0023794,Has child relationship,C0238052,CSP
C0023794,Has parent relationship,C0178714,CSP
C0023794,Has a broader relationship,C0178714,CSP
C0023794,Has a narrower relationship,C0008384,CSP
C0023794,Has a narrower relationship,C0020725,CSP
C0023794,Has a narrower relationship,C0027877,CSP
C0023794,Has a narrower relationship,C0034960,CSP
C0023794,Has a narrower relationship,C0037899,CSP
C0023794,Has a narrower relationship,C0043208,CSP
C0023794,Has a narrower relationship,C0238052,CSP
C0023794,Has child relationship,C0002986,SNOMEDCT_US
C0023794,Has child relationship,C0020725,SNOMEDCT_US
C0023794,Has child relationship,C0028064,SNOMEDCT_US
C0023794,Has child relationship,C0268238,SNOMEDCT_US
C0023794,Has child relationship,C5680124,SNOMEDCT_US
C0023794,Has child relationship,C0028064,SNOMEDCT_US
C0023794,Has child relationship,C0220756,ORPHANET
C0023794,Has child relationship,C5574740,ORPHANET
C0023794,Has parent relationship,C0037899,ORPHANET
C0023795,Has parent relationship,C0037277,MSH
C0023795,Has other relationship,C2745948,MSH
C0023795,Has parent relationship,C1709838,NCI
C0023801,Has child relationship,C0001529,MSH
C0023801,Has child relationship,C0023804,MSH
C0023801,Has child relationship,C0272170,MSH
C0023801,Has child relationship,C1275273,MSH
C0023801,Has parent relationship,C0037274,MSH
C0023801,Has parent relationship,C0154251,MSH
C0023801,Has a narrower relationship,C1865644,MSH
C0023801,Has a narrower relationship,C2931376,MSH
C0023801,Has other relationship,C0023804,SNOMEDCT_US
C0023801,Has other relationship,C1275273,SNOMEDCT_US
C0023801,Has other relationship,C1865644,SNOMEDCT_US
C0023801,Has other relationship,C4274284,SNOMEDCT_US
C0023801,Has other relationship,C4706610,SNOMEDCT_US
C0023801,Has other relationship,C4749904,SNOMEDCT_US
C0023801,Has other relationship,C5680341,SNOMEDCT_US
C0023801,Has child relationship,C1865644,SNOMEDCT_US
C0023801,Has child relationship,C4274284,SNOMEDCT_US
C0023801,Has child relationship,C4706610,SNOMEDCT_US
C0023801,Has child relationship,C5680341,SNOMEDCT_US
C0023801,Has parent relationship,C0012634,SNOMEDCT_US
C0023804,Has parent relationship,C0023801,MSH
C0023804,Has other relationship,C0023801,SNOMEDCT_US
C0023804,Has child relationship,C1335389,NCI
C0023804,Has other relationship,C0277565,NCI
C0023804,Has other relationship,C0023895,NCI
C0023804,Has other relationship,C0277565,NCI
C0023806,Has parent relationship,C0268226,SNOMEDCT_US
C0023806,Has parent relationship,C0268226,ORPHANET
C0023806,Has a broader relationship,C0026697,MSH
C0023806,Related and possibly synonymous,C0023786,CSP
C0023817,Has parent relationship,C0149676,CSP
C0023817,Has parent relationship,C0700623,CSP
C0023817,Has a broader relationship,C0149676,CSP
C0023817,Has a broader relationship,C0700623,CSP
C0023817,Has other relationship,C0020481,SNOMEDCT_US
C0023817,Has other relationship,C5442313,SNOMEDCT_US
C0023817,Has parent relationship,C0020476,MSH
C0023817,Has parent relationship,C0023772,MSH
C0023817,Has other relationship,C0020481,SNOMEDCT_US
C0023817,Has other relationship,C0339477,SNOMEDCT_US
C0023817,Has other relationship,C0795956,SNOMEDCT_US
C0023817,Has other relationship,C5442313,SNOMEDCT_US
C0023817,Has parent relationship,C0020480,SNOMEDCT_US
C0023817,Has parent relationship,C0020476,NCI
C0023817,Has parent relationship,C1709838,NCI
C0023817,Has parent relationship,C5442313,ORPHANET
C0023817,Has parent relationship,C5442313,SNOMEDCT_US
C0023860,Has parent relationship,C0004623,CSP
C0023860,Has a broader relationship,C0004623,CSP
C0023860,Has child relationship,C0275686,NCI
C0023860,Has child relationship,C3873513,NCI
C0023860,Has child relationship,C3887503,NCI
C0023860,Has child relationship,C3899346,NCI
C0023860,Has parent relationship,C0004623,NCI
C0023860,Has child relationship,C0025293,MSH
C0023860,Has parent relationship,C0085426,MSH
C0023860,Has child relationship,C0025293,SNOMEDCT_US
C0023860,Has child relationship,C0275686,SNOMEDCT_US
C0023860,Has child relationship,C0348868,SNOMEDCT_US
C0023860,Has child relationship,C3873513,SNOMEDCT_US
C0023882,Related and possibly synonymous,C0007789,CSP
C0023882,Has other relationship,C0270804,SNOMEDCT_US
C0023882,Has other relationship,C0338596,SNOMEDCT_US
C0023882,Has other relationship,C3838782,SNOMEDCT_US
C0023882,Has other relationship,C3838784,SNOMEDCT_US
C0023882,Related and possibly synonymous,C0007789,CSP
C0023882,Related and possibly synonymous,C0007789,CSP
C0023882,Has other relationship,C0338596,SNOMEDCT_US
C0023882,Has other relationship,C3838784,SNOMEDCT_US
C0023882,Has child relationship,C1850331,SNOMEDCT_US
C0023882,Has child relationship,C5190576,SNOMEDCT_US
C0023882,Has parent relationship,C0221165,SNOMEDCT_US
C0023882,Has other relationship,C0154701,SNOMEDCT_US
C0023882,Has parent relationship,C0007789,NCI
C0023882,Has other relationship,C0007789,MSH
C0023885,Has child relationship,C0023886,MSH
C0023885,Has child relationship,C0267830,MSH
C0023885,Has parent relationship,C0023895,MSH
C0023885,Has parent relationship,C0243001,MSH
C0023885,Has other relationship,C0267830,SNOMEDCT_US
C0023885,Has parent relationship,C0023895,CSP
C0023885,Has a broader relationship,C0023895,CSP
C0023885,Has other relationship,C0267830,SNOMEDCT_US
C0023885,Has parent relationship,C0000833,NCI
C0023885,Has parent relationship,C1112211,NCI
C0023885,Has parent relationship,C0000833,HPO
C0023885,Has child relationship,C0023886,SNOMEDCT_US
C0023885,Has child relationship,C0267830,SNOMEDCT_US
C0023885,Has other relationship,C0000833,SNOMEDCT_US
C0023886,Has parent relationship,C0002438,MSH
C0023886,Has parent relationship,C0023885,MSH
C0023886,Has parent relationship,C0023897,MSH
C0023886,Has parent relationship,C0023885,SNOMEDCT_US
C0023886,Has other relationship,C0000833,SNOMEDCT_US
C0023890,Has other relationship,C0239946,MSH
C0023890,Has child relationship,C0023891,MSH
C0023890,Has child relationship,C0023892,MSH
C0023890,Has parent relationship,C0023895,MSH
C0023890,Has a narrower relationship,C0009714,MSH
C0023890,Has a narrower relationship,C0267809,MSH
C0023890,Has child relationship,C0023891,CSP
C0023890,Has parent relationship,C0023895,CSP
C0023890,Has a broader relationship,C0023895,CSP
C0023890,Has a narrower relationship,C0023891,CSP
C0023890,Related and possibly synonymous,C0239946,CSP
C0023890,Has other relationship,C0016977,MEDLINEPLUS
C0023890,Has other relationship,C0023895,MEDLINEPLUS
C0023890,Source asserted synonymy,C0239946,MEDLINEPLUS
C0023890,Has child relationship,C0267812,HPO
C0023890,Has child relationship,C1392669,HPO
C0023890,Has child relationship,C2004456,HPO
C0023890,Has child relationship,C0010398,SNOMEDCT_US
C0023890,Has child relationship,C0023892,SNOMEDCT_US
C0023890,Has child relationship,C0267809,SNOMEDCT_US
C0023890,Has child relationship,C0267812,SNOMEDCT_US
C0023890,Has child relationship,C1442995,SNOMEDCT_US
C0023890,Has child relationship,C1622502,SNOMEDCT_US
C0023890,Has child relationship,C1858051,SNOMEDCT_US
C0023890,Has child relationship,C2004456,SNOMEDCT_US
C0023890,Has child relationship,C2004456,SNOMEDCT_US
C0023890,Has child relationship,C4511053,SNOMEDCT_US
C0023890,Has parent relationship,C0239946,SNOMEDCT_US
C0023890,Has parent relationship,C0341439,SNOMEDCT_US
C0023890,Has other relationship,C4511053,SNOMEDCT_US
C0023890,Has parent relationship,C0023895,PSY
C0023890,Has a broader relationship,C0023895,PSY
C0023890,Has child relationship,C0023891,NCI
C0023890,Has child relationship,C0023892,NCI
C0023890,Has child relationship,C0267809,NCI
C0023890,Has child relationship,C1622502,NCI
C0023890,Has child relationship,C4763866,NCI
C0023890,Has child relationship,C4763867,NCI
C0023890,Has parent relationship,C1709250,NCI
C0023890,Has other relationship,C1333964,NCI
C0023891,Has parent relationship,C0023890,MSH
C0023891,Has parent relationship,C0023896,MSH
C0023891,Has parent relationship,C0023890,CSP
C0023891,Has a broader relationship,C0023890,CSP
C0023891,Has other relationship,C0015696,CSP
C0023891,Related and possibly synonymous,C0023896,CSP
C0023891,Has child relationship,C3509286,NCI
C0023891,Has parent relationship,C0023890,NCI
C0023891,Has parent relationship,C0023896,NCI
C0023891,Has other relationship,C2887912,SNOMEDCT_US
C0023892,Has a narrower relationship,C0008312,MSH
C0023892,Has a narrower relationship,C0238065,MSH
C0023892,Has parent relationship,C0008372,MSH
C0023892,Has parent relationship,C0023890,MSH
C0023892,Has a narrower relationship,C1858051,MSH
C0023892,Has child relationship,C0008312,NCI
C0023892,Has child relationship,C0238065,NCI
C0023892,Has parent relationship,C0023890,NCI
C0023892,Related and possibly synonymous,C0005395,MEDLINEPLUS
C0023892,Has other relationship,C0008312,HPO
C0023892,Has child relationship,C0008312,SNOMEDCT_US
C0023892,Has child relationship,C0238065,SNOMEDCT_US
C0023892,Has parent relationship,C0023890,SNOMEDCT_US
C0023895,Has child relationship,C0008372,MSH
C0023895,Has child relationship,C0015695,MSH
C0023895,Has child relationship,C0019156,MSH
C0023895,Has child relationship,C0019158,MSH
C0023895,Has child relationship,C0019202,MSH
C0023895,Has child relationship,C0019212,MSH
C0023895,Has child relationship,C0020541,MSH
C0023895,Has child relationship,C0023885,MSH
C0023895,Has child relationship,C0023890,MSH
C0023895,Has child relationship,C0023896,MSH
C0023895,Has child relationship,C0023897,MSH
C0023895,Has child relationship,C0030781,MSH
C0023895,Has child relationship,C0041313,MSH
C0023895,Has child relationship,C0043459,MSH
C0023895,Has child relationship,C0151731,MSH
C0023895,Has child relationship,C0162533,MSH
C0023895,Has child relationship,C0221757,MSH
C0023895,Has child relationship,C0333980,MSH
C0023895,Has child relationship,C0600452,MSH
C0023895,Has child relationship,C0856761,MSH
C0023895,Has child relationship,C4277682,MSH
C0023895,Has parent relationship,C0012242,MSH
C0023895,Has a narrower relationship,C0158683,MSH
C0023895,Has a narrower relationship,C0268194,MSH
C0023895,Has a narrower relationship,C1833511,MSH
C0023895,Has a narrower relationship,C1850406,MSH
C0023895,Has a narrower relationship,C1857662,MSH
C0023895,Has child relationship,C0015695,CSP
C0023895,Has child relationship,C0019151,CSP
C0023895,Has child relationship,C0019158,CSP
C0023895,Has child relationship,C0019202,CSP
C0023895,Has child relationship,C0023885,CSP
C0023895,Has child relationship,C0023890,CSP
C0023895,Has child relationship,C0043459,CSP
C0023895,Has child relationship,C0085605,CSP
C0023895,Has child relationship,C0596850,CSP
C0023895,Has child relationship,C0687708,CSP
C0023895,Has child relationship,C1112211,CSP
C0023895,Has parent relationship,C0012242,CSP
C0023895,Has a broader relationship,C0012242,CSP
C0023895,Has a narrower relationship,C0015695,CSP
C0023895,Has a narrower relationship,C0019151,CSP
C0023895,Has a narrower relationship,C0019158,CSP
C0023895,Has a narrower relationship,C0019202,CSP
C0023895,Has a narrower relationship,C0023885,CSP
C0023895,Has a narrower relationship,C0023890,CSP
C0023895,Has a narrower relationship,C0043459,CSP
C0023895,Has a narrower relationship,C0085605,CSP
C0023895,Has a narrower relationship,C0596850,CSP
C0023895,Has a narrower relationship,C0687708,CSP
C0023895,Has a narrower relationship,C1112211,CSP
C0023895,Has other relationship,C0341439,SNOMEDCT_US
C0023895,Has other relationship,C0341439,SNOMEDCT_US
C0023895,Has child relationship,C0400923,NCI
C0023895,Has child relationship,C0745744,NCI
C0023895,Has child relationship,C1709250,NCI
C0023895,Has parent relationship,C0267792,NCI
C0023895,Has other relationship,C0023804,NCI
C0023895,Has other relationship,C0005395,MEDLINEPLUS
C0023895,Has other relationship,C0012242,MEDLINEPLUS
C0023895,Has other relationship,C0019158,MEDLINEPLUS
C0023895,Has other relationship,C0019159,MEDLINEPLUS
C0023895,Has other relationship,C0019163,MEDLINEPLUS
C0023895,Has other relationship,C0019196,MEDLINEPLUS
C0023895,Has other relationship,C0019202,MEDLINEPLUS
C0023895,Has other relationship,C0023890,MEDLINEPLUS
C0023895,Has other relationship,C0035400,MEDLINEPLUS
C0023895,Has other relationship,C3241937,MEDLINEPLUS
C0023895,Related and possibly synonymous,C0017551,MEDLINEPLUS
C0023895,Has child relationship,C0010324,SNOMEDCT_US
C0023895,Has child relationship,C0019158,SNOMEDCT_US
C0023895,Has child relationship,C0085605,SNOMEDCT_US
C0023895,Has child relationship,C0149841,SNOMEDCT_US
C0023895,Has child relationship,C0162533,SNOMEDCT_US
C0023895,Has child relationship,C0220991,SNOMEDCT_US
C0023895,Has child relationship,C0267839,SNOMEDCT_US
C0023895,Has child relationship,C0268147,SNOMEDCT_US
C0023895,Has child relationship,C0341439,SNOMEDCT_US
C0023895,Has child relationship,C0400923,SNOMEDCT_US
C0023895,Has child relationship,C0600452,SNOMEDCT_US
C0023895,Has child relationship,C0700636,SNOMEDCT_US
C0023895,Has child relationship,C0860207,SNOMEDCT_US
C0023895,Has child relationship,C2711227,SNOMEDCT_US
C0023895,Has child relationship,C3279964,SNOMEDCT_US
C0023895,Has child relationship,C5568558,SNOMEDCT_US
C0023895,Has parent relationship,C0267792,SNOMEDCT_US
C0023895,Has other relationship,C0019151,SNOMEDCT_US
C0023895,Has other relationship,C0019151,SNOMEDCT_US
C0023895,Has other relationship,C0560258,SNOMEDCT_US
C0023895,Has other relationship,C4707239,SNOMEDCT_US
C0023895,Has child relationship,C0019158,PSY
C0023895,Has child relationship,C0023890,PSY
C0023895,Has parent relationship,C0012242,PSY
C0023895,Has a broader relationship,C0012242,PSY
C0023895,Has a narrower relationship,C0019158,PSY
C0023895,Has a narrower relationship,C0023890,PSY
C0023895,Has other relationship,C0009450,PSY
C0023896,Has child relationship,C0015696,MSH
C0023896,Has child relationship,C0019187,MSH
C0023896,Has child relationship,C0023891,MSH
C0023896,Has parent relationship,C0023895,MSH
C0023896,Has parent relationship,C0236970,MSH
C0023896,Related and possibly synonymous,C0015696,CSP
C0023896,Related and possibly synonymous,C0019187,CSP
C0023896,Related and possibly synonymous,C0023891,CSP
C0023896,Has child relationship,C0019187,NCI
C0023896,Has child relationship,C0023891,NCI
C0023896,Has parent relationship,C1709250,NCI
C0023897,Has child relationship,C0013504,MSH
C0023897,Has child relationship,C0015652,MSH
C0023897,Has child relationship,C0023886,MSH
C0023897,Has parent relationship,C0023895,MSH
C0023897,Has parent relationship,C0030499,MSH
C0023897,Has child relationship,C0002438,CSP
C0023897,Has child relationship,C0036323,CSP
C0023897,Has parent relationship,C0030499,CSP
C0023897,Has parent relationship,C1112211,CSP
C0023897,Has a broader relationship,C0030499,CSP
C0023897,Has a broader relationship,C1112211,CSP
C0023897,Has a narrower relationship,C0002438,CSP
C0023897,Has a narrower relationship,C0036323,CSP
C0023897,Related and possibly synonymous,C0013504,CSP
C0023931,Has parent relationship,C0029434,NCI
C0023931,Has a broader relationship,C0029434,MSH
C0023931,Has parent relationship,C0029434,SNOMEDCT_US
C0023931,Has other relationship,C0029434,SNOMEDCT_US
C0023931,Has parent relationship,C0029434,ORPHANET
C0023944,Has parent relationship,C0270788,SNOMEDCT_US
C0023944,Has parent relationship,C0027868,MSH
C0023944,Has parent relationship,C0034372,MSH
C0023944,Has parent relationship,C3273260,NCI
C0023968,Has parent relationship,C0016085,MSH
C0023968,Has parent relationship,C0016085,ORPHANET
C0023968,Has parent relationship,C0747256,NCI
C0023968,Has parent relationship,C0851341,NCI
C0023976,Has child relationship,C0022387,MSH
C0023976,Has child relationship,C1563715,MSH
C0023976,Has child relationship,C4551647,MSH
C0023976,Has parent relationship,C0003811,MSH
C0023976,Has parent relationship,C0264886,MSH
C0023976,Has a narrower relationship,C1832916,MSH
C0023976,Has a narrower relationship,C1859062,MSH
C0023976,Has a narrower relationship,C1867904,MSH
C0023976,Has a narrower relationship,C2678483,MSH
C0023976,Has a narrower relationship,C2751830,MSH
C0023976,Has a narrower relationship,C3150943,MSH
C0023976,Has other relationship,C0022387,SNOMEDCT_US
C0023976,Has other relationship,C1141890,SNOMEDCT_US
C0023976,Has other relationship,C4551647,SNOMEDCT_US
C0023976,Has child relationship,C1141890,SNOMEDCT_US
C0023976,Has parent relationship,C3698186,SNOMEDCT_US
C0023976,Has child relationship,C0022387,NCI
C0023976,Has child relationship,C1563715,NCI
C0023976,Has child relationship,C1832916,NCI
C0023976,Has child relationship,C1859062,NCI
C0023976,Has child relationship,C1867904,NCI
C0023976,Has child relationship,C2678483,NCI
C0023976,Has child relationship,C2751830,NCI
C0023976,Has child relationship,C3150943,NCI
C0023976,Has child relationship,C4015671,NCI
C0023976,Has child relationship,C4551647,NCI
C0023976,Has parent relationship,C0039082,NCI
C0023976,Has parent relationship,C1335015,NCI
C0024003,Related and possibly synonymous,C0036439,CSP
C0024003,Has parent relationship,C0026857,SNOMEDCT_US
C0024025,Has parent relationship,C0036946,MSH
C0024025,Has parent relationship,C0206608,MSH
C0024043,Has parent relationship,C0039082,NCI
C0024043,Has a broader relationship,C0015190,MSH
C0024054,Has parent relationship,C0032915,MSH
C0024054,Has other relationship,C0032915,SNOMEDCT_US
C0024054,Has other relationship,C0032915,SNOMEDCT_US
C0024081,Has parent relationship,C0007642,MSH
C0024081,Has parent relationship,C0026636,MSH
C0024081,Has child relationship,C4040501,SNOMEDCT_US
C0024081,Has parent relationship,C0149778,SNOMEDCT_US
C0024081,Has other relationship,C0007642,SNOMEDCT_US
C0024081,Has other relationship,C0007642,SNOMEDCT_US
C0024106,Has parent relationship,C0007453,MSH
C0024106,Has parent relationship,C0032870,MSH
C0024110,Has parent relationship,C0000833,MSH
C0024110,Has parent relationship,C0024115,MSH
C0024110,Has parent relationship,C0035243,MSH
C0024110,Has parent relationship,C0000833,NCI
C0024110,Has parent relationship,C0876973,NCI
C0024110,Has parent relationship,C0000833,HPO
C0024110,Has parent relationship,C0035243,HPO
C0024110,Has parent relationship,C0014013,SNOMEDCT_US
C0024110,Has other relationship,C0000833,SNOMEDCT_US
C0024115,Has child relationship,C0010674,MSH
C0024115,Has child relationship,C0024110,MSH
C0024115,Has child relationship,C0024116,MSH
C0024115,Has child relationship,C0024118,MSH
C0024115,Has child relationship,C0032285,MSH
C0024115,Has child relationship,C0034050,MSH
C0024115,Has child relationship,C0034068,MSH
C0024115,Has child relationship,C0034091,MSH
C0024115,Has child relationship,C0036400,MSH
C0024115,Has child relationship,C0041327,MSH
C0024115,Has child relationship,C0206062,MSH
C0024115,Has child relationship,C0221757,MSH
C0024115,Has child relationship,C0524799,MSH
C0024115,Has child relationship,C0600260,MSH
C0024115,Has child relationship,C0600452,MSH
C0024115,Has child relationship,C0742343,MSH
C0024115,Has child relationship,C0852283,MSH
C0024115,Has child relationship,C5780940,MSH
C0024115,Has parent relationship,C0035242,MSH
C0024115,Has a narrower relationship,C0155912,MSH
C0024115,Has a narrower relationship,C1832661,MSH
C0024115,Has other relationship,C0034072,MSH
C0024115,Has child relationship,C0006287,CSP
C0024115,Has child relationship,C0024117,CSP
C0024115,Has child relationship,C0026766,CSP
C0024115,Has child relationship,C0032285,CSP
C0024115,Has child relationship,C0034050,CSP
C0024115,Has child relationship,C0206062,CSP
C0024115,Has child relationship,C1145670,CSP
C0024115,Has parent relationship,C0035204,CSP
C0024115,Has a broader relationship,C0035204,CSP
C0024115,Has a narrower relationship,C0006287,CSP
C0024115,Has a narrower relationship,C0024117,CSP
C0024115,Has a narrower relationship,C0026766,CSP
C0024115,Has a narrower relationship,C0032285,CSP
