CUI1,REL,CUI2,SAB
C0395976,Has child relationship,C1857344,SNOMEDCT_US
C0395976,Has child relationship,C1857572,SNOMEDCT_US
C0395976,Has child relationship,C1858695,SNOMEDCT_US
C0395976,Has child relationship,C1861481,SNOMEDCT_US
C0395976,Has child relationship,C1862471,SNOMEDCT_US
C0395976,Has child relationship,C1864852,SNOMEDCT_US
C0395976,Has child relationship,C1866425,SNOMEDCT_US
C0395976,Has child relationship,C1866656,SNOMEDCT_US
C0395976,Has child relationship,C1868390,SNOMEDCT_US
C0395976,Has child relationship,C2750325,SNOMEDCT_US
C0395976,Has child relationship,C2930866,SNOMEDCT_US
C0395976,Has child relationship,C2931125,SNOMEDCT_US
C0395976,Has child relationship,C2931269,SNOMEDCT_US
C0395976,Has child relationship,C2931452,SNOMEDCT_US
C0395976,Has child relationship,C2931587,SNOMEDCT_US
C0395976,Has child relationship,C2931593,SNOMEDCT_US
C0395976,Has child relationship,C2931654,SNOMEDCT_US
C0395976,Has child relationship,C2931667,SNOMEDCT_US
C0395976,Has child relationship,C3266898,SNOMEDCT_US
C0395976,Has child relationship,C3665333,SNOMEDCT_US
C0395976,Has child relationship,C4014676,SNOMEDCT_US
C0395976,Has child relationship,C4014942,SNOMEDCT_US
C0395976,Has child relationship,C4225276,SNOMEDCT_US
C0395976,Has child relationship,C4273131,SNOMEDCT_US
C0395976,Has child relationship,C4274888,SNOMEDCT_US
C0395976,Has child relationship,C4302744,SNOMEDCT_US
C0395976,Has child relationship,C4302920,SNOMEDCT_US
C0395976,Has child relationship,C4303590,SNOMEDCT_US
C0395976,Has child relationship,C4303592,SNOMEDCT_US
C0395976,Has child relationship,C4303788,SNOMEDCT_US
C0395976,Has child relationship,C4304023,SNOMEDCT_US
C0395976,Has child relationship,C4304026,SNOMEDCT_US
C0395976,Has child relationship,C4304400,SNOMEDCT_US
C0395976,Has child relationship,C4304831,SNOMEDCT_US
C0395976,Has child relationship,C4304964,SNOMEDCT_US
C0395976,Has child relationship,C4305149,SNOMEDCT_US
C0395976,Has child relationship,C4509920,SNOMEDCT_US
C0395976,Has child relationship,C4509933,SNOMEDCT_US
C0395976,Has child relationship,C4510220,SNOMEDCT_US
C0395976,Has child relationship,C4510366,SNOMEDCT_US
C0395976,Has child relationship,C4510409,SNOMEDCT_US
C0395976,Has child relationship,C4512024,SNOMEDCT_US
C0395976,Has child relationship,C4518325,SNOMEDCT_US
C0395976,Has child relationship,C4518330,SNOMEDCT_US
C0395976,Has child relationship,C4518338,SNOMEDCT_US
C0395976,Has child relationship,C4518430,SNOMEDCT_US
C0395976,Has child relationship,C4518539,SNOMEDCT_US
C0395976,Has child relationship,C4518541,SNOMEDCT_US
C0395976,Has child relationship,C4518561,SNOMEDCT_US
C0395976,Has child relationship,C4518566,SNOMEDCT_US
C0395976,Has child relationship,C4518568,SNOMEDCT_US
C0395976,Has child relationship,C4518775,SNOMEDCT_US
C0395976,Has child relationship,C4521678,SNOMEDCT_US
C0395976,Has child relationship,C4706301,SNOMEDCT_US
C0395976,Has child relationship,C4706538,SNOMEDCT_US
C0395976,Has child relationship,C4707726,SNOMEDCT_US
C0395976,Has child relationship,C4707857,SNOMEDCT_US
C0395976,Has child relationship,C4749456,SNOMEDCT_US
C0395976,Has child relationship,C4751113,SNOMEDCT_US
C0395976,Has child relationship,C4751114,SNOMEDCT_US
C0395976,Has child relationship,C4751123,SNOMEDCT_US
C0395976,Has child relationship,C4751125,SNOMEDCT_US
C0395976,Has child relationship,C4751208,SNOMEDCT_US
C0395976,Has child relationship,C5190594,SNOMEDCT_US
C0395976,Has child relationship,C5190738,SNOMEDCT_US
C0395976,Has child relationship,C5394404,SNOMEDCT_US
C0395976,Has child relationship,C5567229,SNOMEDCT_US
C0395976,Has child relationship,C5567465,SNOMEDCT_US
C0395976,Has child relationship,C5567487,SNOMEDCT_US
C0395976,Has child relationship,C5680056,SNOMEDCT_US
C0395976,Has child relationship,C5680193,SNOMEDCT_US
C0395976,Has child relationship,C5680310,SNOMEDCT_US
C0395976,Has child relationship,C5681321,SNOMEDCT_US
C0395976,Has parent relationship,C1384666,SNOMEDCT_US
C0395976,Has child relationship,C0009207,ORPHANET
C0395976,Has child relationship,C0012236,ORPHANET
C0395976,Has child relationship,C0022387,ORPHANET
C0395976,Has child relationship,C0022541,ORPHANET
C0395976,Has child relationship,C0026363,ORPHANET
C0395976,Has child relationship,C0043207,ORPHANET
C0395976,Has child relationship,C0162671,ORPHANET
C0395976,Has child relationship,C0175700,ORPHANET
C0395976,Has child relationship,C0175704,ORPHANET
C0395976,Has child relationship,C0220692,ORPHANET
C0395976,Has child relationship,C0242387,ORPHANET
C0395976,Has child relationship,C0265233,ORPHANET
C0395976,Has child relationship,C0265234,ORPHANET
C0395976,Has child relationship,C0265246,ORPHANET
C0395976,Has child relationship,C0265251,ORPHANET
C0395976,Has child relationship,C0265253,ORPHANET
C0395976,Has child relationship,C0265336,ORPHANET
C0395976,Has child relationship,C0265354,ORPHANET
C0395976,Has child relationship,C0266004,ORPHANET
C0395976,Has child relationship,C0268425,ORPHANET
C0395976,Has child relationship,C0271097,ORPHANET
C0395976,Has child relationship,C0271829,ORPHANET
C0395976,Has child relationship,C0342289,ORPHANET
C0395976,Has child relationship,C0391816,ORPHANET
C0395976,Has child relationship,C0406726,ORPHANET
C0395976,Has child relationship,C0406727,ORPHANET
C0395976,Has child relationship,C0685838,ORPHANET
C0395976,Has child relationship,C0795944,ORPHANET
C0395976,Has child relationship,C0796028,ORPHANET
C0395976,Has child relationship,C0796062,ORPHANET
C0395976,Has child relationship,C0796074,ORPHANET
C0395976,Has child relationship,C0796101,ORPHANET
C0395976,Has child relationship,C0796123,ORPHANET
C0395976,Has child relationship,C0796136,ORPHANET
C0395976,Has child relationship,C1510460,ORPHANET
C0395976,Has child relationship,C1567741,ORPHANET
C0395976,Has child relationship,C1832215,ORPHANET
C0395976,Has child relationship,C1832216,ORPHANET
C0395976,Has child relationship,C1832354,ORPHANET
C0395976,Has child relationship,C1832438,ORPHANET
C0395976,Has child relationship,C1832466,ORPHANET
C0395976,Has child relationship,C1835672,ORPHANET
C0395976,Has child relationship,C1836330,ORPHANET
C0395976,Has child relationship,C1836673,ORPHANET
C0395976,Has child relationship,C1836727,ORPHANET
C0395976,Has child relationship,C1837822,ORPHANET
C0395976,Has child relationship,C1840333,ORPHANET
C0395976,Has child relationship,C1840404,ORPHANET
C0395976,Has child relationship,C1844680,ORPHANET
C0395976,Has child relationship,C1844696,ORPHANET
C0395976,Has child relationship,C1844836,ORPHANET
C0395976,Has child relationship,C1845068,ORPHANET
C0395976,Has child relationship,C1845069,ORPHANET
C0395976,Has child relationship,C1845285,ORPHANET
C0395976,Has child relationship,C1848519,ORPHANET
C0395976,Has child relationship,C1850626,ORPHANET
C0395976,Has child relationship,C1851112,ORPHANET
C0395976,Has child relationship,C1852278,ORPHANET
C0395976,Has child relationship,C1852282,ORPHANET
C0395976,Has child relationship,C1852510,ORPHANET
C0395976,Has child relationship,C1853144,ORPHANET
C0395976,Has child relationship,C1856186,ORPHANET
C0395976,Has child relationship,C1856899,ORPHANET
C0395976,Has child relationship,C1857333,ORPHANET
C0395976,Has child relationship,C1857338,ORPHANET
C0395976,Has child relationship,C1857344,ORPHANET
C0395976,Has child relationship,C1857572,ORPHANET
C0395976,Has child relationship,C1858695,ORPHANET
C0395976,Has child relationship,C1861481,ORPHANET
C0395976,Has child relationship,C1861512,ORPHANET
C0395976,Has child relationship,C1862471,ORPHANET
C0395976,Has child relationship,C1864445,ORPHANET
C0395976,Has child relationship,C1864498,ORPHANET
C0395976,Has child relationship,C1866425,ORPHANET
C0395976,Has child relationship,C1866656,ORPHANET
C0395976,Has child relationship,C1868390,ORPHANET
C0395976,Has child relationship,C1956097,ORPHANET
C0395976,Has child relationship,C1970187,ORPHANET
C0395976,Has child relationship,C2745997,ORPHANET
C0395976,Has child relationship,C2748572,ORPHANET
C0395976,Has child relationship,C2930866,ORPHANET
C0395976,Has child relationship,C2931125,ORPHANET
C0395976,Has child relationship,C2931269,ORPHANET
C0395976,Has child relationship,C2931291,ORPHANET
C0395976,Has child relationship,C2931452,ORPHANET
C0395976,Has child relationship,C2931454,ORPHANET
C0395976,Has child relationship,C2931461,ORPHANET
C0395976,Has child relationship,C2931587,ORPHANET
C0395976,Has child relationship,C2931593,ORPHANET
C0395976,Has child relationship,C2931654,ORPHANET
C0395976,Has child relationship,C2931667,ORPHANET
C0395976,Has child relationship,C2931686,ORPHANET
C0395976,Has child relationship,C2936859,ORPHANET
C0395976,Has child relationship,C3266898,ORPHANET
C0395976,Has child relationship,C3279664,ORPHANET
C0395976,Has child relationship,C3279885,ORPHANET
C0395976,Has child relationship,C3554018,ORPHANET
C0395976,Has child relationship,C3554774,ORPHANET
C0395976,Has child relationship,C3715192,ORPHANET
C0395976,Has child relationship,C3838860,ORPHANET
C0395976,Has child relationship,C4014676,ORPHANET
C0395976,Has child relationship,C4014942,ORPHANET
C0395976,Has child relationship,C4015436,ORPHANET
C0395976,Has child relationship,C4040739,ORPHANET
C0395976,Has child relationship,C4225276,ORPHANET
C0395976,Has child relationship,C4225349,ORPHANET
C0395976,Has child relationship,C4225383,ORPHANET
C0395976,Has child relationship,C4273131,ORPHANET
C0395976,Has child relationship,C4274753,ORPHANET
C0395976,Has child relationship,C4274756,ORPHANET
C0395976,Has child relationship,C4274785,ORPHANET
C0395976,Has child relationship,C4274888,ORPHANET
C0395976,Has child relationship,C4275113,ORPHANET
C0395976,Has child relationship,C4302507,ORPHANET
C0395976,Has child relationship,C4302668,ORPHANET
C0395976,Has child relationship,C4302825,ORPHANET
C0395976,Has child relationship,C4302920,ORPHANET
C0395976,Has child relationship,C4303551,ORPHANET
C0395976,Has child relationship,C4303590,ORPHANET
C0395976,Has child relationship,C4303592,ORPHANET
C0395976,Has child relationship,C4304023,ORPHANET
C0395976,Has child relationship,C4304026,ORPHANET
C0395976,Has child relationship,C4304411,ORPHANET
C0395976,Has child relationship,C4304831,ORPHANET
C0395976,Has child relationship,C4305149,ORPHANET
C0395976,Has child relationship,C4509920,ORPHANET
C0395976,Has child relationship,C4509933,ORPHANET
C0395976,Has child relationship,C4510044,ORPHANET
C0395976,Has child relationship,C4510366,ORPHANET
C0395976,Has child relationship,C4511138,ORPHANET
C0395976,Has child relationship,C4512024,ORPHANET
C0395976,Has child relationship,C4518325,ORPHANET
C0395976,Has child relationship,C4518330,ORPHANET
C0395976,Has child relationship,C4518338,ORPHANET
C0395976,Has child relationship,C4518430,ORPHANET
C0395976,Has child relationship,C4518539,ORPHANET
C0395976,Has child relationship,C4518541,ORPHANET
C0395976,Has child relationship,C4518566,ORPHANET
C0395976,Has child relationship,C4518568,ORPHANET
C0395976,Has child relationship,C4518775,ORPHANET
C0395976,Has child relationship,C4521678,ORPHANET
C0395976,Has child relationship,C4551551,ORPHANET
C0395976,Has child relationship,C4551777,ORPHANET
C0395976,Has child relationship,C4693450,ORPHANET
C0395976,Has child relationship,C4706301,ORPHANET
C0395976,Has child relationship,C4706393,ORPHANET
C0395976,Has child relationship,C4707726,ORPHANET
C0395976,Has child relationship,C4749456,ORPHANET
C0395976,Has child relationship,C4749825,ORPHANET
C0395976,Has child relationship,C4750835,ORPHANET
C0395976,Has child relationship,C4751113,ORPHANET
C0395976,Has child relationship,C4751123,ORPHANET
C0395976,Has child relationship,C4751125,ORPHANET
C0395976,Has child relationship,C4751208,ORPHANET
C0395976,Has child relationship,C4751574,ORPHANET
C0395976,Has child relationship,C5190594,ORPHANET
C0395976,Has child relationship,C5190738,ORPHANET
C0395976,Has child relationship,C5190988,ORPHANET
C0395976,Has child relationship,C5191003,ORPHANET
C0395976,Has child relationship,C5193065,ORPHANET
C0395976,Has child relationship,C5193101,ORPHANET
C0395976,Has child relationship,C5200934,ORPHANET
C0395976,Has child relationship,C5394404,ORPHANET
C0395976,Has child relationship,C5567226,ORPHANET
C0395976,Has child relationship,C5567229,ORPHANET
C0395976,Has child relationship,C5567466,ORPHANET
C0395976,Has child relationship,C5567487,ORPHANET
C0395976,Has child relationship,C5567742,ORPHANET
C0395976,Has child relationship,C5568767,ORPHANET
C0395976,Has child relationship,C5679992,ORPHANET
C0395976,Has child relationship,C5680056,ORPHANET
C0395976,Has child relationship,C5680183,ORPHANET
C0395976,Has child relationship,C5680193,ORPHANET
C0395976,Has child relationship,C5680310,ORPHANET
C0395976,Has child relationship,C5681321,ORPHANET
C0395976,Has child relationship,C5681443,ORPHANET
C0395976,Has child relationship,C5779989,ORPHANET
C0396009,Has parent relationship,C0079238,SNOMEDCT_US
C0396058,Has a broader relationship,C0042928,MSH
C0396058,Has parent relationship,C0042928,SNOMEDCT_US
C0396058,Has parent relationship,C0242354,SNOMEDCT_US
C0398367,Has parent relationship,C0024205,MSH
C0398367,Has parent relationship,C0154304,SNOMEDCT_US
C0398367,Has parent relationship,C0272217,SNOMEDCT_US
C0398367,Has parent relationship,C0024205,NCI
C0398370,Has a narrower relationship,C3852998,MSH
C0398370,Has parent relationship,C0009782,MSH
C0398370,Has other relationship,C0024236,MSH
C0398554,Has parent relationship,C0272031,NCI
C0398554,Has parent relationship,C0002879,SNOMEDCT_US
C0398554,Has parent relationship,C0272031,SNOMEDCT_US
C0398554,Has other relationship,C0002879,SNOMEDCT_US
C0398554,Has other relationship,C0002879,SNOMEDCT_US
C0398561,Has parent relationship,C0025521,NCI
C0398561,Has parent relationship,C4329304,NCI
C0398561,Has other relationship,C0272064,SNOMEDCT_US
C0398562,Has parent relationship,C0149676,SNOMEDCT_US
C0398563,Has parent relationship,C0025521,NCI
C0398563,Has parent relationship,C4329304,NCI
C0398563,Has other relationship,C0472792,SNOMEDCT_US
C0398595,Has a broader relationship,C0025521,MSH
C0398595,Has parent relationship,C0023510,SNOMEDCT_US
C0398595,Has parent relationship,C0149676,SNOMEDCT_US
C0398595,Has other relationship,C0017377,SNOMEDCT_US
C0398609,Has parent relationship,C0008533,SNOMEDCT_US
C0398609,Has parent relationship,C1096116,SNOMEDCT_US
C0398609,Has other relationship,C0001169,SNOMEDCT_US
C0398609,Has other relationship,C0001169,SNOMEDCT_US
C0398609,Has child relationship,C4329966,NCI
C0398609,Has parent relationship,C0001169,NCI
C0398609,Has parent relationship,C0684275,NCI
C0398621,Has a broader relationship,C0600503,MSH
C0398621,Has other relationship,C0477316,SNOMEDCT_US
C0398623,Has child relationship,C0012739,MSH
C0398623,Has child relationship,C0034155,MSH
C0398623,Has child relationship,C0242666,MSH
C0398623,Has child relationship,C0272375,MSH
C0398623,Has child relationship,C0398625,MSH
C0398623,Has child relationship,C0600433,MSH
C0398623,Has parent relationship,C0018939,MSH
C0398623,Has a narrower relationship,C2931365,MSH
C0398623,Has a narrower relationship,C3280976,MSH
C0398623,Has child relationship,C0242666,NCI
C0398623,Has child relationship,C0398625,NCI
C0398623,Has child relationship,C5784631,NCI
C0398623,Has parent relationship,C5552685,NCI
C0398623,Has child relationship,C0242666,SNOMEDCT_US
C0398623,Has child relationship,C0272375,SNOMEDCT_US
C0398623,Has child relationship,C0398625,SNOMEDCT_US
C0398623,Has parent relationship,C0005779,SNOMEDCT_US
C0398625,Has parent relationship,C0005830,MSH
C0398625,Has parent relationship,C0398623,MSH
C0398625,Has parent relationship,C0852077,MSH
C0398625,Has other relationship,C0600433,MSH
C0398625,Has parent relationship,C0398623,NCI
C0398625,Has child relationship,C0598221,SNOMEDCT_US
C0398625,Has parent relationship,C0398623,SNOMEDCT_US
C0398639,Has parent relationship,C0040034,HPO
C0398639,Has child relationship,C0175703,SNOMEDCT_US
C0398639,Has parent relationship,C0040034,SNOMEDCT_US
C0398641,Related and possibly synonymous,C0027726,CSP
C0398641,Has parent relationship,C0039082,NCI
C0398641,Has parent relationship,C5200934,NCI
C0398650,Has parent relationship,C0004364,MSH
C0398650,Has parent relationship,C0019087,MSH
C0398650,Has parent relationship,C0857305,MSH
C0398650,Has other relationship,C0272126,SNOMEDCT_US
C0398650,Has other relationship,C0857305,SNOMEDCT_US
C0398650,Has other relationship,C0242584,HPO
C0398650,Has parent relationship,C0857305,PDQ
C0398650,Has parent relationship,C0857305,NCI
C0398650,Has parent relationship,C0242584,ORPHANET
C0398676,Has parent relationship,C0006111,SNOMEDCT_US
C0398676,Has parent relationship,C0036202,NCI
C0398686,Has parent relationship,C0021051,NCI
C0398686,Has child relationship,C0004135,MSH
C0398686,Has child relationship,C0005859,MSH
C0398686,Has child relationship,C0007965,MSH
C0398686,Has child relationship,C0043194,MSH
C0398686,Has child relationship,C0085110,MSH
C0398686,Has child relationship,C0242597,MSH
C0398686,Has child relationship,C0272236,MSH
C0398686,Has child relationship,C3887645,MSH
C0398686,Has child relationship,C5197806,MSH
C0398686,Has parent relationship,C0021051,MSH
C0398686,Has parent relationship,C0950123,MSH
C0398686,Has a narrower relationship,C0220748,MSH
C0398686,Has a narrower relationship,C0268125,MSH
C0398686,Has a narrower relationship,C0398788,MSH
C0398686,Has a narrower relationship,C0472817,MSH
C0398686,Has a narrower relationship,C1836437,MSH
C0398686,Has a narrower relationship,C1837065,MSH
C0398686,Has a narrower relationship,C1842398,MSH
C0398686,Has a narrower relationship,C1843256,MSH
C0398686,Has a narrower relationship,C1846006,MSH
C0398686,Has a narrower relationship,C1846059,MSH
C0398686,Has a narrower relationship,C1868679,MSH
C0398686,Has a narrower relationship,C2677481,MSH
C0398686,Has a narrower relationship,C2677792,MSH
C0398686,Has a narrower relationship,C2750068,MSH
C0398686,Has a narrower relationship,C3714976,MSH
C0398686,Has child relationship,C0009447,SNOMEDCT_US
C0398686,Has child relationship,C0398692,SNOMEDCT_US
C0398686,Has child relationship,C1328840,SNOMEDCT_US
C0398686,Has child relationship,C1848144,SNOMEDCT_US
C0398686,Has child relationship,C1858361,SNOMEDCT_US
C0398686,Has child relationship,C1859353,SNOMEDCT_US
C0398686,Has child relationship,C1864997,SNOMEDCT_US
C0398686,Has child relationship,C2711630,SNOMEDCT_US
C0398686,Has child relationship,C2748507,SNOMEDCT_US
C0398686,Has child relationship,C2931267,SNOMEDCT_US
C0398686,Has child relationship,C3714976,SNOMEDCT_US
C0398686,Has child relationship,C4707181,SNOMEDCT_US
C0398686,Has child relationship,C4708512,SNOMEDCT_US
C0398686,Has child relationship,C4722480,SNOMEDCT_US
C0398686,Has child relationship,C4749403,SNOMEDCT_US
C0398686,Has child relationship,C4749500,SNOMEDCT_US
C0398686,Has child relationship,C4749850,SNOMEDCT_US
C0398686,Has child relationship,C4751120,SNOMEDCT_US
C0398686,Has child relationship,C4751122,SNOMEDCT_US
C0398686,Has child relationship,C4755273,SNOMEDCT_US
C0398686,Has child relationship,C4755277,SNOMEDCT_US
C0398686,Has child relationship,C4755296,SNOMEDCT_US
C0398686,Has child relationship,C4759670,SNOMEDCT_US
C0398686,Has child relationship,C5190882,SNOMEDCT_US
C0398686,Has child relationship,C5201146,SNOMEDCT_US
C0398686,Has child relationship,C5447326,SNOMEDCT_US
C0398686,Has child relationship,C5567788,SNOMEDCT_US
C0398686,Has child relationship,C5568532,SNOMEDCT_US
C0398686,Has child relationship,C5568533,SNOMEDCT_US
C0398686,Has child relationship,C5568564,SNOMEDCT_US
C0398686,Has child relationship,C5568565,SNOMEDCT_US
C0398686,Has child relationship,C5568569,SNOMEDCT_US
C0398686,Has child relationship,C5680046,SNOMEDCT_US
C0398686,Has child relationship,C5680364,SNOMEDCT_US
C0398686,Has child relationship,C5681719,SNOMEDCT_US
C0398686,Has parent relationship,C0021051,SNOMEDCT_US
C0398686,Has other relationship,C0021051,SNOMEDCT_US
C0398686,Has other relationship,C0021051,SNOMEDCT_US
C0398689,Has parent relationship,C0272236,MSH
C0398689,Has parent relationship,C1138434,MSH
C0398689,Has a narrower relationship,C1846008,MSH
C0398689,Has parent relationship,C0272236,SNOMEDCT_US
C0398689,Has parent relationship,C0272236,NCI
C0398689,Has parent relationship,C2828000,NCI
C0398689,Has parent relationship,C5190885,ORPHANET
C0398691,Has other relationship,C0342731,MSH
C0398691,Has parent relationship,C0342731,ORPHANET
C0398691,Has parent relationship,C0154251,SNOMEDCT_US
C0398691,Has parent relationship,C0342731,SNOMEDCT_US
C0398691,Has parent relationship,C0751422,SNOMEDCT_US
C0398691,Has other relationship,C3889979,SNOMEDCT_US
C0398692,Has child relationship,C0162539,SNOMEDCT_US
C0398692,Has child relationship,C0398694,SNOMEDCT_US
C0398692,Has child relationship,C0398695,SNOMEDCT_US
C0398692,Has child relationship,C4049006,SNOMEDCT_US
C0398692,Has parent relationship,C0398686,SNOMEDCT_US
C0398692,Has parent relationship,C0522274,NCI
C0398694,Has parent relationship,C0398692,SNOMEDCT_US
C0398694,Has parent relationship,C1335942,NCI
C0398695,Has parent relationship,C0398692,SNOMEDCT_US
C0398695,Has parent relationship,C1335942,NCI
C0398709,Has a broader relationship,C0162538,MSH
C0398738,Has a broader relationship,C0242597,MSH
C0398738,Has parent relationship,C5550999,ORPHANET
C0398738,Has parent relationship,C5550999,SNOMEDCT_US
C0398738,Has other relationship,C0017377,SNOMEDCT_US
C0398738,Has parent relationship,C0272187,NCI
C0398739,Has a broader relationship,C0282577,MSH
C0398739,Has parent relationship,C5550999,ORPHANET
C0398739,Has parent relationship,C5550999,SNOMEDCT_US
C0398739,Has other relationship,C0017377,SNOMEDCT_US
C0398739,Has parent relationship,C0272187,NCI
C0398739,Has parent relationship,C0282577,NCI
C0398746,Has child relationship,C5848078,SNOMEDCT_US
C0398746,Has parent relationship,C0002881,SNOMEDCT_US
C0398746,Has parent relationship,C0149676,SNOMEDCT_US
C0398746,Has child relationship,C5848078,ORPHANET
C0398750,Has child relationship,C1332655,SNOMEDCT_US
C0398750,Has parent relationship,C0272242,SNOMEDCT_US
C0398750,Has other relationship,C0272242,SNOMEDCT_US
C0398750,Has other relationship,C0272242,SNOMEDCT_US
C0398762,Has other relationship,C0272242,SNOMEDCT_US
C0398762,Has other relationship,C0272242,SNOMEDCT_US
C0398765,Has child relationship,C0343047,SNOMEDCT_US
C0398765,Has parent relationship,C0272242,SNOMEDCT_US
C0398765,Has other relationship,C0272242,SNOMEDCT_US
C0398765,Has other relationship,C0272242,SNOMEDCT_US
C0398776,Has parent relationship,C4552294,SNOMEDCT_US
C0398776,Has other relationship,C0272242,SNOMEDCT_US
C0398776,Has other relationship,C0272242,SNOMEDCT_US
C0398776,Has parent relationship,C4552294,ORPHANET
C0398777,Has a broader relationship,C0017662,MSH
C0398777,Has a broader relationship,C5197806,MSH
C0398777,Has other relationship,C0272242,SNOMEDCT_US
C0398777,Has other relationship,C0272242,SNOMEDCT_US
C0398782,Has a broader relationship,C0002514,MSH
C0398782,Has parent relationship,C1709838,NCI
C0398782,Has other relationship,C0272242,SNOMEDCT_US
C0398782,Has other relationship,C0272242,SNOMEDCT_US
C0398782,Has parent relationship,C0149676,SNOMEDCT_US
C0398788,Has a broader relationship,C0398686,MSH
C0398788,Has other relationship,C0008626,SNOMEDCT_US
C0398791,Has parent relationship,C0019247,PDQ
C0398791,Has other relationship,C0008626,SNOMEDCT_US
C0398791,Has parent relationship,C5680589,ORPHANET
C0398791,Has other relationship,C4725913,NCI
C0398791,Has parent relationship,C0004135,CSP
C0398791,Has a broader relationship,C0004135,CSP
C0398791,Has parent relationship,C1563696,MSH
C0398794,Has parent relationship,C0549567,SNOMEDCT_US
C0398794,Has other relationship,C0001916,SNOMEDCT_US
C0398794,Has child relationship,C1868679,ORPHANET
C0399379,Has a broader relationship,C0011430,MSH
C0399379,Has parent relationship,C0011430,SNOMEDCT_US
C0399379,Has parent relationship,C0011430,ORPHANET
C0399408,Has other relationship,C0011434,SNOMEDCT_US
C0399408,Has other relationship,C0011434,SNOMEDCT_US
C0399408,Has child relationship,C0011434,SNOMEDCT_US
C0399408,Has parent relationship,C0034100,SNOMEDCT_US
C0399440,Has child relationship,C1851112,SNOMEDCT_US
C0399440,Has child relationship,C4274889,SNOMEDCT_US
C0399440,Has child relationship,C4304501,SNOMEDCT_US
C0399440,Has parent relationship,C3873232,SNOMEDCT_US
C0399461,Has parent relationship,C0149745,SNOMEDCT_US
C0399461,Has parent relationship,C0236053,SNOMEDCT_US
C0399478,Has parent relationship,C1335125,NCI
C0399496,Has parent relationship,C0026636,MSH
C0400821,Has child relationship,C0238067,SNOMEDCT_US
C0400821,Has child relationship,C0400822,SNOMEDCT_US
C0400821,Has parent relationship,C0009319,SNOMEDCT_US
C0400821,Has child relationship,C0238067,MSH
C0400821,Has child relationship,C0400822,MSH
C0400821,Has parent relationship,C0009319,MSH
C0400821,Has child relationship,C0238067,NCI
C0400821,Has child relationship,C0267448,NCI
C0400821,Has child relationship,C0400822,NCI
C0400821,Has parent relationship,C0009319,NCI
C0400822,Has parent relationship,C0400821,SNOMEDCT_US
C0400822,Has parent relationship,C0400821,MSH
C0400822,Has parent relationship,C0400821,NCI
C0400839,Has parent relationship,C1882107,NCI
C0400839,Has child relationship,C4274343,SNOMEDCT_US
C0400839,Has parent relationship,C0267491,SNOMEDCT_US
C0400847,Has parent relationship,C0151924,NCI
C0400847,Has parent relationship,C0267465,SNOMEDCT_US
C0400883,Has other relationship,C0162529,SNOMEDCT_US
C0400883,Has other relationship,C2004435,SNOMEDCT_US
C0400883,Has parent relationship,C0042373,NCI
C0400883,Has child relationship,C0001363,SNOMEDCT_US
C0400883,Has child relationship,C0265034,SNOMEDCT_US
C0400883,Has child relationship,C0265040,SNOMEDCT_US
C0400883,Has child relationship,C2004435,SNOMEDCT_US
C0400883,Has parent relationship,C0012242,SNOMEDCT_US
C0400887,Has parent relationship,C0019158,SNOMEDCT_US
C0400895,Has parent relationship,C0019158,NCI
C0400913,Has parent relationship,C0400918,SNOMEDCT_US
C0400914,Has parent relationship,C0267797,NCI
C0400914,Has parent relationship,C0019196,SNOMEDCT_US
C0400918,Has child relationship,C0400913,SNOMEDCT_US
C0400918,Has parent relationship,C0011226,SNOMEDCT_US
C0400918,Has parent relationship,C0524909,SNOMEDCT_US
C0400923,Has child relationship,C0019156,NCI
C0400923,Has parent relationship,C0023895,NCI
C0400923,Has parent relationship,C0042373,NCI
C0400923,Has child relationship,C0030781,SNOMEDCT_US
C0400923,Has child relationship,C0151731,SNOMEDCT_US
C0400923,Has parent relationship,C0023895,SNOMEDCT_US
C0400923,Has other relationship,C0348751,SNOMEDCT_US
C0400923,Has other relationship,C0348751,SNOMEDCT_US
C0400925,Has parent relationship,C0400961,SNOMEDCT_US
C0400940,Has parent relationship,C1442995,SNOMEDCT_US
C0400940,Has parent relationship,C1622502,SNOMEDCT_US
C0400940,Has other relationship,C2887942,SNOMEDCT_US
C0400961,Has child relationship,C0400925,SNOMEDCT_US
C0400961,Has parent relationship,C0239946,SNOMEDCT_US
C0400961,Has parent relationship,C0341446,SNOMEDCT_US
C0400966,Has child relationship,C3241937,NCI
C0400966,Has parent relationship,C1709250,NCI
C0400966,Has other relationship,C3241937,MSH
C0400966,Has parent relationship,C0015695,MSH
C0400966,Related and possibly synonymous,C3241937,MEDLINEPLUS
C0400966,Related and possibly synonymous,C3241937,MEDLINEPLUS
C0400966,Source asserted synonymy,C3241937,MEDLINEPLUS
C0400966,Source asserted synonymy,C3241937,MEDLINEPLUS
C0400966,Has child relationship,C1455728,SNOMEDCT_US
C0400966,Has child relationship,C3241937,SNOMEDCT_US
C0400966,Has parent relationship,C2711227,SNOMEDCT_US
C0400973,Has child relationship,C0238052,SNOMEDCT_US
C0400973,Has child relationship,C1843116,SNOMEDCT_US
C0400973,Has child relationship,C1843139,SNOMEDCT_US
C0400973,Has child relationship,C1856127,SNOMEDCT_US
C0400973,Has child relationship,C3280428,SNOMEDCT_US
C0400973,Has child relationship,C4274079,SNOMEDCT_US
